name,year,stars,abstract
Dong-chang-saeng,(2013),6.7,El hijo de un espía de Corea del Norte decide seguir los pasos de su padre para proteger a su hermanita.
Las escondidas,(2013),6.4,Un hermano desaparecido.Ocultar y buscar códigos.Una verdad impactante para dos familias diferentes y la lucha por salvar a sus familias de alguien que ya está viviendo dentro de su casa.
Una película es una película,(2008),7,Un gángster que quiere ser un actor;Un actor más gángster que cualquier cosa.Aquí sus caminos y vidas comienzan a cruzar.
Jadeante,(2008),7.6,Un amargo préstamo tiburón golpea una amistad con una colegiala con problemas mientras se enfrenta a su propio pasado con problemas con su padre abusivo.
Kwa-sok-seu-kaen-deul,(2008),7.2,"Una radio DJ / artista en sus 30 años aprende de repente, puede ser un abuelo, gracias a una niña que tiene un hijo y afirma ser su hija."
Kang Chul-jung: Gonggongui jeog 1-1,(2008),6.3,Kang Chul-Jung ha sido un delito de lucha por el detective durante 15 años y lo está nuevamente contra un jefe de la mafia que recluta a los niños pequeños para que hagan su trabajo sucio.
Nim-eun-meon-go-sae,(2008),6.4,"En la búsqueda caliente del marido que la dejó para luchar en la guerra de Vietnam, una mujer se convierte en la cantante principal de una banda ambulante que espera que vuelva a cruzar los senderos con él."
Dachimawa Lee,(2008),5.3,"Un super-espía de Corea caza un tesoro nacional robado, el Buda de Oro."
Wonseu-eopon-eo-taim,(2008),5.8,"Establecido durante los últimos días de la ocupación japonesa de Corea, un aventurero y un equipo de cantantes de jazz para robar un diamante sin precio."
Wool-hak-kyo I-ti,(2008),6,"Durante años, Seong-gun ha sido un maestro de gimnasio bajo rendimiento.La reorganización en la escuela pone a su trabajo en peligro.Él jura obtener un permiso de aprendizaje en inglés, a pesar de no conocer el idioma en absoluto."
Do Re Mi Fa So La Si Do,(2008),5.9,"Una adolescente de Corea del Sur Tomboy, que trabaja como dragón, obtiene su cabeza de dragón retorcida, lo que le hace caer.El culpable más tarde resulta ser su nuevo vecino.Él tiene una banda de rock que incluye a su ex.¿Cómo se puede desarrollar el romance de esto?"
Sookmyeong,(2008),5,"Cuatro amigos atados por el destino y inmejorables en el mundo oscuro.Cuando un ataque de casino sale mal como resultado de la traición, el destino los convierte en enemigos.Ahora, obligado a apuntar al arma en los corazones del otro, comienza su inevitable batalla."
Dang-sin-i Jam-deun Sa-i-e,(2008),5.2,"Yoo-jin es una chica de fiesta con un montón de conocidos masculinos, pero ningún novio.Después de una noche de pesada fiesta, se despierta sola en una habitación de hotel segura de que algo sucedió anoche.Luego va a cazar al chico desaparecido."
Geol seukauteu,(2008),5.6,"Cuando se roban sus ahorros de vida y las autoridades no pueden ayudar, cuatro mujeres deciden ir tras los culpables."
Majimak seonmul,(2008),7,"Un hombre que sirve una sentencia de vida por asesinato se le da un breve indulto para estar con su hija, que sufre de la enfermedad de Wilson y necesita desesperadamente un trasplante de hígado."
Gogo chilship,(2008),6.8,"La historia de la banda de rock coreana ""Los demonios"", también es una historia sobre el crecimiento de la cultura juvenil en una Corea del Sur represiva durante principios de los 70."
Swit! Geunyeoegen Bimilyieyo,(2008),4.6,"Mimi, una niña de golpe de un pueblo rural, enseña coreano a los empleados de su embajada en los Estados Unidos.Cae los tacones de cabeza enamorada de una mujer que se llama Albert, mientras intenta establecerse a una nueva vida en un país extranjero."
Oishii Man,(2008),6.3,"Un músico de abajo y fuera, va a Japón donde se hace amigo de una mujer local."
Keu Namjaui Chak 198Jjeuk,(2008),6.3,"Un bibliotecario autosuficiente ayuda a un hombre angustiado, busca un mensaje que quede en un libro por su antigua novia."
Gogal,(2008),5.3,"Un hombre se encuentra con una mujer muda, y como cualquier persona razonable haría en tal situación, la convierte en su prostituta."
Ra-deui-o De-i-jeu,(2008),6,"La primera estación de radio de Corea, Jodk se transmite y el grupo de activista coreano quiere usar la radio como su arma.¿Tendrán éxito?"
Storee obu wain,(2008),7.5,"¿Qué vino o historia quieres elegir?¿Una historia del sabor dulce, una historia de las lujosas necesidades, o una historia del apasionado Matchmaker?"
Opium War,(2008),6.2,Dos soldados estadounidenses resultaron heridos en el desierto de Afganistán con un tanque ruso que tiene un grupo de afganos viviendo dentro.
"Jigeum, idaeroga joayo",(2008),6.8,La búsqueda de MyEong-Eun para encontrar a su padre cuando su madre muere la tomó en el viaje por carretera con su excéntrica hermana mayor.
Jalmotdoi Mannam,(2008),5.9,"Il-Do era un detective prometedor de la policía de Seúl, pero ahora se ve obligado a trabajar como un policía de tráfico en su ciudad natal.Allí se encuentra con su viejo rival de amor y ex mejor amigo Ho-Cheol.Ahora es un taxista, agregando un fuego renovado a su conflicto."
The Pit and the Pendulum,(2008),4.8,"En el funeral de su amigo mutuo, los dolientes comparten historias sobre él que se cruzan en fantasía."
Mochareuteu Tawoon,(2008),7.1,"La historia de un pianista feliz, personas solitarias y personas tristes."
Kape neuwareu,(2009),7,La historia comienza con un hombre dejado por su novia en la víspera de Navidad y se desarrolla a través de la ciudad de Seúl.
Sham moh,(2009),6,Un hombre de 23 años que busca escapar de la carga de su madre alcohólica golpea una relación ilícita en línea con una colegiala de 15 años.
Nae sa-rang nae gyeol-ae,(2009),6.6,"Un director funerario se encuentra con un hombre que ha estado luchando contra la enfermedad de Lou Gehrig, ya que era joven.Los dos se enamoran y esperan una cura que puede mantenerlo vivo."
Jal al-ji-do mot-ha-myeon-seo,(2009),6.9,Exploración deliciosamente cómica de la geografía emocional y social de un director de cine de arte.
Eoddeon bangmoon,(2009),6.2,"Parte del proyecto digital Jeonju, los visitantes consta de tres películas de tres directores diferentes.""Perdido en las montañas"", por Hong Sang Soo.""Koma"" de Naomi Kawase, y ""Las mariposas no tienen recuerdos"" por Lav Díaz."
Ma-rin-bo-ee,(2009),5.7,Un instructor de baño pierde todo lo que tiene y se le ofrece una vida libre de deudas si él controla las drogas al país nadando bajo el agua.
Dance Subaru,(2009),6.2,Una bailarina supera las probabilidades de seguir sus sueños.
Gyeolpeurenjeu,(2009),5.4,Una mujer joven sospecha que su nuevo novio de infidelidad y descubre que en realidad tiene otras dos novias.Ella conoce a las otras mujeres y los tres se convierten en mejores amigos.
Woo-ri-jib-e wae-wass-ni,(2009),6.5,Dos fallas forman una relación poco probable después de que una mujer se rompe en la casa de un hombre solo para descubrirlo en medio de un intento de suicidio.
Insadong seukaendeul,(2009),6.1,"(Coreano con subtítulos en inglés) ""Insa-Dong Scandal"" representa la restauración de una obra maestra de la dinastía Joseon y sus secretos.Los conflictos surgen entre Bae Tae-Jin y el experto en restauración de arte, ella contrata a Lee Kang-Jun."
Chaesikjuuija,(2009),5.6,"Una joven ama de casa, se encuentra con sueños extraños que la hacen disgustada por la carne, lo que lleva a los problemas con su esposo amoroso y la atención de su hermano de artistas."
Cheongdam bosal,(2009),5.6,"Tae-Rang es un chamán exclusivo exitoso con excelentes aparatos.Desafortunadamente, su vida amorosa está atrofiada por una profecía que la destina a casarse con lo poco atractivo y perezoso.Como aparece una alternativa que debe elegir entre el amor y el destino."
King-kong-eul deul-da,(2009),6.7,Un antiguo medallista de bronce de levantamiento de pesas entrena a un equipo mal equipado de chicas de secundaria en el Festival Nacional de Deportes.
Hel-lo-mai-leo-beu,(2009),5.7,Ho-Jeong descubre que su novio se ha enamorado de un hombre mientras estudia en el extranjero.Ella exige un mes de citas para recuperarlo.
Yugamseureoyun doshi,(2009),6.5,"Una variante cómica de la parcela de ""asuntos infernales"".Un agente de tráfico va encubierto en una pandilla de la mafia, mientras que a alguien de la mafia entra en la policía."
Kafe souru,(2009),6.3,Un reportero independiente viene a la ayuda de una humilde tienda de confección amenazada por penídamente por los desarrolladores de tierras y se debilitó por los letreros familiares distantes.
Itaewon salinsageon,(2009),6.2,La dramatización de un homicidio real que permanece sin resolverse a medida que los investigadores no pueden determinar cuál de los dos jóvenes es el culpable.
Ban-doo-bi,(2009),7.1,"Un estudiante de secundaria frustrado y rebelde que termina convirtiéndose en un amigo de un trabajador migratorio de Bangladesh que está desesperado por recibir su salario trasero sin pagar.El título significa ""amiga"" en bengalí."
Eo-tteon-gae-in-nal,(2009),6.8,"Una divorciada con problemas deja a su hija con su padre ciego para asistir a una sesión de entrenamiento.Mientras estaba allí, ella y su compañera de cuarto comparten una noche reveladora."
Jak-jeon,(2009),6.3,Un grupo de corredores se tropieza en una acción manipulada por gángsters y desciende en desconfianza y traición.
Pe-eo leo-beu,(2009),5.8,Un hombre de mediana edad y un joven estudiante universitario caen en un romance imparable.
Boat,(2009),6,Un drama centrado en dos hombres involucrados en la industria del contrabando en Japón.
Sex Volunteer,(2009),7.4,Se descubre una organización que ofrece sexo a personas con discapacidad.
Hwioribaram,(2009),6.4,"Un momento en que amaba locamente a alguien, pero las cosas simplemente no se dirigían a su camino."
Jeo-nyeok-eui gae-im,(2009),6.1,"Una hija desagradable vive con su padre que sufre de demencia.Ella desea desesperadamente romperse de esta vida, pero no puede.Basado en la novela ""Juego de la noche"" de Oh Jung-hee."
The Weird Missing Case of Mr. J,(2009),5.3,"(Coreano con subtítulos en inglés) Cuando el gerente de fondos de Bumbling Jeong Seung-Pil desaparece de repente un día, su hija seductora se convierte en el sospechoso número 1 en la investigación.Se produce una lista loca cuando toda la nación está buscando seung-pil."
Aeja,(2009),6.6,Una representación emocional del bono de la licitación entre una hija de adicción al trabajo y su ingeniosa madre que sufre una enfermedad grave.(Coreano con subtítulos en inglés).
Break Away,(2009),4.4,"Captura intermitentemente un delicado momento de avería emocional.Soldados fugaces con una historia desleal para contarlo, y una mujer que los ayuda, todos llegan a un punto al final de la película."
Guseju 2,(2009),5.8,"LIM JUNG-HWAN es el sucesor de una gran compañía de taxis, y disfruta de un estilo de vida lujoso.La realidad se inicia, ya que tiene que trabajar y vivir como un taxista para aprender el comercio.Sin embargo, incluso un conductor de taxi puede encontrar el amor."
Nae Nune Kongkkakji,(2009),5.3,"Tae-Pung se preocupa por nada más que apariciones físicas de las mujeres.Un día, debido a un desafortunado del accidente de tráfico, se enamora de Hermosos So-Jung, quien en realidad no es bastante bonito."
Yeong-do-da-ri,(2009),6.2,"Una niña de 18 años de edad le da a su bebé a su bebé para su adopción.A medida que pasa el tiempo, su anhelo de que el bebé se vuelve más grande y ella visita el centro de adopción para preguntar si puede tener el bebé de vuelta."
Kwihyang,(2009),4.6,"El adoptivo australiano de treinta años, SEONG-chan, se devuelve a Corea en busca de su madre biológica."
Woman on Fire Looks for Water,(2009),6.5,"La historia de Ah Fei, y su padre ah Kau.Ah Fei está enamorado de Lily, pero ella tiene novio.Ah Kau se está muriendo, pero visita a un viejo amante, ai ling.Una historia personal de amor, anhelo y perdón definitivo."
Nappeun nomi deo jal janda,(2009),5.4,Mediodía en un día de verano húmedo.Los jóvenes despreciables se están desmoronando así.
Dokyo taekshi,(2009),5.3,"El cantante principal de una banda, Ryo, tiene miedo de volar, por lo que elige un taxi, ir a Seúl de Tokio."
Baram,(2009),7,"JJANG-GU se une a ""Monster"", una organización violenta en su escuela secundaria.Como rito de paso, aprende una lección acerca de ser un hombre mientras sigue el curso."
Kkok kk-ye-an-ga noon-mool ping,(2009),6,"Mientras su esposo tiene un asunto, solo una esposa lucha por mantener intacta a la familia."
Won nait seutaendeu,(2009),5,"Tres historias sensuales sobre obsesiones, fetiches y voyeurs."
Yu yan,(2009),6.4,"Un padre, hijo y una mujer misteriosa se ocupan de la vida en un país donde los valores tradicionales están siendo reemplazados por la modernización."
Hellowoo goseuteu,(2010),7.6,"El intento de suicidio fallido de un hombre le permite ver a los fantasmas, quienes más tarde siguen siguiéndolo en todas partes.Ahora depende de él cumplir sus deseos para que se desaparezcan."
